Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Other,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
38,330,17,1,1088,3,65,2,3,8,24608,0,18,3,1,1,20,4,2,19,9,1,9,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.05263157894736842,0.95,2.3776830857850295,-1.4284068658933713,0.46159820967089893,0
40,1492,20,4,1092,1,61,3,4,9,26542,4,20,4,4,1,14,6,3,11,10,11,1,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,1.0,0.7857142857142857,2.5730797201567595,0.051106078134243164,2.4844416290887223,0
27,1277,8,5,1094,1,87,1,3,5,5869,1,19,3,4,3,3,4,3,3,2,1,2,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.3333333333333333,1.0,-1.32138406616734,-0.9911189366461709,0.4913285266448877,0
55,1091,2,1,1096,4,65,3,2,9,15813,3,18,3,2,1,23,4,3,3,2,1,2,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.3333333333333333,0.13043478260869565,0.169634215513206,2.5759096128699097,0.30327895361088425,0
28,857,10,3,1097,3,59,3,3,4,7909,3,13,3,4,0,10,4,4,8,7,1,7,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.125,0.8,0.10127811941314518,-0.9792031730977243,-0.8651500481095143,0
44,1376,1,2,1098,2,91,2,1,9,2326,9,14,3,4,1,24,1,3,20,6,3,6,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.15,0.8333333333333334,2.6009907752564225,1.6405179990583632,-0.4117823623599271,1
33,654,5,3,1099,4,34,2,4,8,21214,4,15,3,3,1,9,2,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.3333333333333333,0.3333333333333333,-0.9125164019048712,1.091355843833201,-0.3891627339521084,0
35,1204,4,3,1100,4,86,3,1,8,10333,0,22,4,1,0,9,2,3,8,7,4,7,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.5,0.8888888888888888,1.1328698879684462,-1.30353473269097,2.82332312395124,1
33,827,29,4,1101,1,54,2,3,5,3129,1,22,4,2,0,14,4,3,13,7,3,8,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.23076923076923078,0.9285714285714286,1.3604234381147262,-1.5214371206680166,3.218666857998776,1
28,895,15,2,1102,1,50,3,3,1,22482,1,16,3,4,1,4,5,2,4,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.5,1.0,-1.692162998504948,-1.843833044729918,-0.2720427494819063,0
34,618,3,1,1103,1,45,3,4,8,22266,0,17,3,3,0,7,1,2,6,2,0,4,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0,0.8571428571428571,-0.8012585910845688,-0.8390827943748983,0.09658159839941992,0
37,309,10,4,1105,4,88,2,4,7,24223,2,14,3,3,3,8,5,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.0,0.125,-1.8188426401066413,1.6407289768974813,-0.5079551452630141,0
25,1219,4,1,1106,4,32,3,4,4,4605,1,15,3,2,1,7,3,4,7,7,5,6,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.7142857142857143,1.0,0.30995673074783175,-2.5993293685688403,-0.5450638376644318,1
26,1330,21,3,1107,1,37,3,3,2,19373,1,20,4,3,1,1,0,2,1,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0,1.0,-2.652694746871831,-1.401625449660463,2.7260894996330083,1
33,1017,25,3,1108,1,55,2,2,1,2993,4,20,4,2,0,5,0,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,1.0,0.4,-1.5938659805319932,-0.11550428340709143,2.734054431930055,1
42,469,2,2,1109,4,35,3,1,10,14399,0,17,3,4,1,23,3,3,22,6,13,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.5909090909090909,0.9565217391304348,4.246698144126782,-1.0071320764599965,-0.3058197994297383,0
28,1009,1,3,1111,1,45,2,2,2,7160,1,15,3,1,2,1,2,3,1,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0,1.0,-2.7095291824612944,-1.3577823188442706,-0.1845019245186631,1
50,959,1,4,1113,4,81,3,3,5,17251,3,14,3,4,0,5,4,3,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.0,0.0,-2.029318721747694,2.46259032279718,-0.6556259009094916,1
33,970,7,3,1114,4,30,3,2,5,13401,0,17,3,3,1,4,3,3,3,2,0,2,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.0,0.75,-1.5910928281551568,-0.7129931085914303,-0.07511206910819557,0
34,697,3,4,1115,3,40,2,4,3,22478,3,17,3,4,3,6,2,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.0,0.0,-2.5347268150743134,1.5935137089122975,0.08497487585289959,0
48,1262,1,4,1116,1,35,4,4,10,16154,2,22,4,3,0,27,3,2,5,4,2,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.4,0.18518518518518517,0.8873006036976946,2.5670168506593174,3.0513370897017107,0
45,1050,9,4,1117,2,65,2,3,6,17970,1,13,3,4,1,15,2,3,15,10,4,12,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.26666666666666666,1.0,2.982168935997622,-0.8472352106559923,-0.6491548859878232,0
52,994,7,4,1118,2,87,3,2,9,15322,7,19,3,4,0,18,4,3,8,6,4,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.5,0.4444444444444444,1.174558747333324,2.7210345339765833,0.3844003555767318,0
38,770,10,4,1119,3,73,2,3,8,5569,0,14,3,2,2,9,2,3,8,7,2,7,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.25,0.8888888888888888,1.0579603236692636,-0.8051063787227672,-0.4079931080998908,0
29,1107,28,4,1120,3,93,3,4,2,26968,4,22,4,1,1,11,1,3,7,5,1,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.14285714285714285,0.6363636363636364,-0.3809398269662486,-0.32266861211921377,3.189410196985798,0
28,950,3,3,1121,4,93,3,2,8,8039,0,17,3,2,3,10,3,2,9,7,1,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.1111111111111111,0.9,0.6331901074118458,-1.253724125986234,0.007670829091333207,0
46,406,3,1,1124,1,52,3,3,10,15596,3,12,3,4,1,23,3,3,12,9,4,9,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.3333333333333333,0.5217391304347826,2.8112099178983483,0.7087611406288752,-0.8608352799777601,0
38,130,2,2,1125,4,32,3,2,8,20619,7,16,3,3,0,10,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.0,0.1,-1.7359227343117747,2.47841275796355,-0.2641924081050674,0
43,1082,27,3,1126,3,83,3,1,9,11535,8,11,3,3,1,18,1,3,8,7,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.0,0.4444444444444444,0.5356276093588201,2.5744442718515432,-0.8274978362846613,0
39,203,2,3,1127,1,84,3,4,9,13547,7,11,3,4,3,21,4,3,18,7,11,5,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.6111111111111112,0.8571428571428571,3.3858595643480585,0.5773194125689932,-1.2170880106240825,1
40,1308,14,3,1128,3,44,2,3,10,17544,1,14,3,1,0,21,2,4,20,7,4,9,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.2,0.9523809523809523,3.1411352993164847,-0.5783150719575954,-0.3149980245463482,0
21,984,1,1,1131,4,70,2,2,1,25326,1,11,3,3,0,2,6,4,2,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,1.0,1.0,-1.993482189215315,-2.5354174711639024,-1.593424204687336,0
39,439,9,3,1132,3,70,3,2,7,8770,9,15,3,3,0,9,2,2,5,4,0,3,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.0,0.5555555555555556,-0.5861671782214932,1.7770932777517838,-0.3199041324294374,0
36,217,18,4,1133,1,78,3,4,8,23238,2,20,4,1,0,18,0,3,11,9,0,9,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.0,0.6111111111111112,1.6080727480024517,0.13659265574809992,2.8928247507356284,0
31,793,20,3,1135,3,67,4,4,3,21981,0,12,3,1,1,3,4,3,2,2,2,2,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,1.0,0.6666666666666666,-1.4369922655927114,-1.1485761057797805,-1.042759136394911,0
28,1451,2,1,1136,1,67,2,2,3,19911,0,17,3,1,0,6,2,1,5,3,0,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.0,0.8333333333333334,-1.6209291919140483,-1.5840187521471707,0.2541748750197791,0
35,1182,11,2,1137,4,54,3,4,6,18500,1,11,3,4,1,5,3,3,5,2,0,2,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.0,1.0,-1.1969070376558355,-0.8208028743627656,-1.214139043482972,0
49,174,8,4,1138,4,56,2,2,9,11879,6,17,3,2,1,22,3,3,9,8,2,3,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.2222222222222222,0.4090909090909091,1.6331070406748496,2.2519337801753636,0.14842955491468676,0
34,1003,2,2,1140,4,95,3,3,4,15834,2,11,3,4,0,5,3,2,3,2,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.0,0.6,-1.8280184066251275,-0.06189886301992394,-1.2939301481799055,0
29,490,10,3,1143,4,61,3,2,3,17940,0,14,3,4,2,8,2,2,7,5,1,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.14285714285714285,0.875,-0.9714674246593389,-1.1900036085355363,-0.7140707674253173,0
42,188,29,3,1148,2,56,1,4,5,9558,4,19,3,1,0,16,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.0,0.0625,-1.6720365530409942,1.987366468279626,0.9129655544993089,0
29,718,8,1,1150,2,79,2,4,6,17689,1,15,3,3,1,10,2,2,10,7,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.1,1.0,-0.1749650001664698,-1.4915861085464903,-0.25962428308755314,0
38,433,1,3,1152,3,37,4,3,3,6004,1,13,3,4,1,7,2,4,7,6,5,0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.7142857142857143,1.0,-0.03218153881083521,-1.2404786693767236,-1.102481664110219,0
28,773,6,3,1154,3,39,2,3,3,22088,1,14,3,4,1,3,2,3,3,1,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.0,1.0,-1.9881659284401378,-1.2416878361002417,-0.6503647738308106,0
18,247,8,1,1156,3,80,3,3,1,13556,1,12,3,4,0,0,0,3,0,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.0,0.0,-3.7528412242889826,-0.3616407609271892,-1.070666786719203,1
33,603,9,4,1157,1,77,3,1,8,18385,0,17,3,1,0,6,3,3,5,2,0,3,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.0,0.8333333333333334,-0.864689723068523,-0.3837548405757165,0.12871501644232933,1
41,167,12,4,1158,2,46,3,4,5,9051,3,11,3,1,1,6,4,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.0,0.16666666666666666,-2.0382072764980403,1.4761042846876125,-0.9161954549910499,0
31,874,15,3,1160,3,72,3,3,2,6233,1,12,3,3,1,2,5,2,2,2,2,2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1.0,1.0,-1.4657126722941025,-1.705866714259474,-1.154362656543035,1
37,367,25,2,1161,3,52,2,4,6,17171,7,13,3,3,2,9,2,3,6,2,1,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.16666666666666666,0.6666666666666666,-0.6605744326377819,0.7945986971953375,-0.5377209272159738,0
27,199,6,3,1162,4,55,2,3,2,7950,1,13,3,3,1,4,0,3,4,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.5,1.0,-1.4558431760304764,-1.6769100203289193,-0.9300794940673737,0
34,1400,9,1,1163,2,70,3,3,6,5829,1,20,4,1,0,6,3,2,6,5,1,3,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.16666666666666666,1.0,-0.67817325153032,-1.582895781504659,2.6918145395266775,0
35,528,8,4,1164,3,100,3,3,5,7108,1,17,3,2,0,6,2,1,5,4,1,4,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,0.2,0.8333333333333334,-0.6626260554141199,-0.6010448176941054,0.021436117210202162,0
29,408,23,1,1165,4,45,2,1,8,11162,1,13,3,1,1,11,3,1,11,8,3,10,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.2727272727272727,1.0,1.5098435283919025,-2.0763054342321183,-0.6020797473477006,1
40,593,9,4,1166,2,88,3,3,9,13782,9,17,3,3,0,20,3,2,18,7,2,13,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.1111111111111111,0.9,3.022869210087566,1.0560934464659457,0.11503310595501572,0
42,481,12,3,1167,3,44,3,1,9,2447,0,12,3,2,0,22,2,2,21,9,13,14,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.6190476190476191,0.9545454545454546,5.175922664658136,-1.517896169353537,-0.9857268783274089,1
42,647,4,4,1171,2,45,3,1,6,2253,7,13,3,4,0,9,3,4,6,4,1,5,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.16666666666666666,0.6666666666666666,0.029303756136065024,1.2173445707513881,-0.8249847455366787,0
35,982,1,4,1172,4,58,2,3,1,16340,6,12,3,2,1,10,2,3,8,0,1,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.125,0.8,-0.7542664955708939,0.18132214866135007,-0.9421685089372022,0
24,477,24,3,1173,4,49,3,2,4,6409,8,22,4,4,0,6,2,3,4,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.25,0.6666666666666666,-1.4695533879185427,0.13027823195935342,2.7943301803399025,0
28,1485,12,1,1175,3,79,3,4,2,22955,1,11,3,4,0,1,4,2,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.0,1.0,-2.809188426934806,-1.5307733919204058,-1.223825762380113,1
26,1384,3,4,1177,1,82,4,4,5,13421,1,22,4,2,1,8,2,3,8,7,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,1.0,-0.03632329987313385,-1.4866302898767074,2.9993050921442763,0
30,852,10,3,1179,3,72,2,3,7,2706,1,18,3,1,1,10,3,3,10,3,1,4,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.1,1.0,-0.12007573342203222,-1.1816974283813297,0.35258629844604367,0
40,902,26,2,1180,3,92,2,4,5,21203,3,13,3,4,1,16,3,1,1,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0.0,0.0625,-1.6903806930175336,1.9670842305415712,-0.4587353551333538,0
35,819,2,3,1182,3,44,2,2,9,19588,2,18,3,2,1,15,2,4,7,7,6,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.8571428571428571,0.4666666666666667,1.4254118753131357,0.22654792365018675,0.1410649837093471,0
34,669,1,3,1184,4,97,2,1,6,25755,0,20,4,3,0,14,3,3,13,9,4,9,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.3076923076923077,0.9285714285714286,1.8914821168929585,-1.5468462927209612,2.328100315320427,0
35,636,4,4,1185,4,47,2,4,2,26537,1,13,3,2,1,2,2,4,2,2,2,2,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1.0,1.0,-1.2291243361782844,-1.2838280763040353,-0.9827707561215395,0
43,1372,9,3,1188,1,85,1,3,6,9489,8,13,3,2,0,7,2,2,4,3,1,3,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.25,0.5714285714285714,-0.6982510465088956,1.564785533850308,-0.3906433591358432,1
32,862,2,1,1190,3,76,3,1,3,14947,1,12,3,3,3,1,3,3,1,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.0,1.0,-2.5941793618671523,-1.2196926567000583,-1.0441743676475852,0
56,718,4,4,1191,4,92,3,1,10,18575,4,13,3,4,1,28,2,3,5,2,4,2,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.8,0.17857142857142858,1.5262825880478377,3.547031634637184,-0.871897374866243,0
29,1401,6,1,1192,2,54,3,4,3,26342,1,13,3,1,1,10,5,3,10,8,0,8,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,1.0,0.08297765262320628,-2.122284986107621,-0.5991050553607468,0
19,645,9,2,1193,3,54,3,1,2,7172,1,25,4,3,0,1,4,3,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0,1.0,-2.9662524215795685,-2.1991288303567127,3.2768461492333802,0
45,1457,7,3,1195,1,83,3,3,5,20100,4,19,3,3,1,7,2,2,3,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0.0,0.42857142857142855,-1.3343828115189733,1.47586153928524,0.632981767349414,0
37,977,1,3,1196,4,56,2,4,7,9961,1,13,3,2,1,14,2,2,14,8,3,11,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.21428571428571427,1.0,2.1755525526390653,-1.3091689929694705,-0.6896499971971438,0
20,805,3,3,1198,1,87,2,3,3,12828,1,12,3,1,0,2,2,2,2,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.5,1.0,-2.0141782596370654,-1.8741614146072731,-0.9087892040583938,0
44,1097,10,4,1200,3,96,3,3,3,10826,1,11,3,3,0,6,4,3,6,4,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.0,1.0,-0.875936072434686,-0.452298922032312,-1.140452720551451,1
53,1223,7,2,1201,4,50,3,3,10,18640,3,18,3,2,1,26,6,3,7,7,4,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.5714285714285714,0.2692307692307692,2.3309870497165552,1.8025549914102184,0.27914335491382475,0
29,942,15,1,1202,2,69,1,4,1,26933,0,18,3,1,1,6,2,2,5,4,1,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0.2,0.8333333333333334,-1.5727616711144732,-1.9256218402715504,0.5009640829538832,0
22,1256,3,4,1203,3,48,2,4,3,4223,0,11,3,2,1,1,5,3,0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0.0,0.0,-3.193370150535851,0.035609926222254853,-1.065582721619735,1
46,1402,2,3,1204,3,69,3,1,10,24097,8,23,4,1,0,28,2,3,26,15,15,9,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.5769230769230769,0.9285714285714286,6.28736664146265,0.36285175490063104,3.1178770934986195,0
44,111,17,3,1206,4,74,1,3,1,4279,2,13,3,4,0,6,3,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0,0.0,-2.6101470794463753,1.2538794502895512,-0.6621355322669834,0
33,147,2,3,1207,2,99,3,3,4,8429,1,13,3,4,1,5,2,3,5,4,1,4,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.2,1.0,-0.7886066008496281,-1.180197648330643,-0.9119476792349956,0
41,906,5,2,1210,1,95,2,1,1,20293,6,17,3,1,1,5,2,1,1,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.0,0.2,-2.75960796575602,1.5812325200100545,0.3339048271495795,1
30,1329,29,4,1211,3,61,3,1,4,13192,8,19,3,3,3,8,3,3,4,3,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.0,0.5,-1.27467111182726,1.2680485179673802,0.6212683543254808,0
40,1184,2,4,1212,2,62,3,2,5,25440,5,12,3,4,3,5,2,3,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.0,0.0,-2.1915242416281404,2.6141912420536997,-0.8651392528229214,0
50,1421,2,3,1215,4,30,3,1,10,9490,2,22,4,3,1,32,3,3,2,2,2,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1.0,0.0625,1.0505732724270092,2.826220359165554,2.866999408557508,0
28,1179,19,4,1216,4,78,2,1,3,12449,1,12,3,3,3,6,2,3,6,5,3,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.5,1.0,-0.41892586009811544,-1.4039429652284197,-0.9667363671538509,0
46,1450,15,2,1217,4,52,3,2,10,10849,5,11,3,1,1,25,2,3,4,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.0,0.16,0.21514924934342297,2.9045816348792353,-0.7800425588904385,0
35,1361,17,4,1218,3,94,3,1,8,21026,3,15,3,4,3,15,2,3,7,7,1,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.14285714285714285,0.4666666666666667,0.9037313877746713,1.0308253361382034,-0.25348550912184886,0
24,984,17,2,1219,4,97,3,2,1,3372,1,13,3,1,1,1,3,1,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,1.0,-3.0762694455339705,-1.7840558572452818,-0.7032325870299098,1
33,1146,25,3,1220,2,82,3,3,5,4905,1,12,3,1,1,10,3,2,10,7,0,1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.0,1.0,-0.3038380207697845,-1.0621286365951739,-0.6091735506165272,0
36,917,6,4,1221,3,60,1,3,3,6865,1,14,3,3,1,7,4,3,7,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.14285714285714285,1.0,0.13339258883227012,-1.4399337839378732,-0.4943420407838767,0
30,853,7,4,1224,3,49,3,3,4,11309,1,13,3,1,3,10,4,2,10,7,8,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.8,1.0,1.737687114354382,-2.0040134014499364,-0.8066003107936056,0
44,200,29,4,1225,4,32,3,4,5,7744,1,25,4,2,0,20,3,3,20,11,13,17,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.65,1.0,5.249419282878341,-2.2063077465427456,3.491457894179942,0
