Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
26,Non-Travel,265,Sales,29,2,Medical,1037,2,Male,79,1,Sales Executive,1,Single,6,21813,8,No,18,3,4,0,7,6,3,2,2,2,2,1
52,Travel_Rarely,266,Sales,2,1,Marketing,1038,1,Female,57,1,Manager,4,Married,10,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,1
44,Travel_Rarely,1448,Sales,28,3,Medical,1039,4,Female,53,4,Sales Executive,4,Married,9,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,0
50,Non-Travel,145,Sales,1,3,Life Sciences,1040,4,Female,95,3,Sales Executive,3,Married,7,24920,0,No,12,3,1,1,19,3,3,18,7,0,13,0
36,Travel_Rarely,885,Other,16,4,Life Sciences,1042,3,Female,43,4,Laboratory Technician,1,Single,3,8269,1,No,16,3,3,0,18,1,3,17,13,15,14,1
39,Travel_Frequently,945,Other,22,3,Medical,1043,4,Female,82,3,Manufacturing Director,1,Single,9,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8,0
33,Non-Travel,1038,Sales,8,1,Life Sciences,1044,2,Female,88,2,Sales Representative,4,Single,2,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,0
45,Travel_Rarely,1234,Sales,11,2,Life Sciences,1045,4,Female,90,3,Manager,4,Married,10,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,0
32,Non-Travel,1109,Other,29,4,Medical,1046,4,Female,69,3,Laboratory Technician,3,Single,4,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,0
34,Travel_Rarely,216,Sales,1,4,Marketing,1047,2,Male,75,4,Sales Executive,4,Divorced,8,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,0
59,Travel_Rarely,1089,Sales,1,2,Technical Degree,1048,2,Male,66,3,Manager,4,Married,9,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,0
45,Travel_Rarely,788,Human Resources,24,4,Medical,1049,2,Male,36,3,Human Resources,2,Single,1,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,0
53,Travel_Frequently,124,Sales,2,3,Marketing,1050,3,Female,38,2,Sales Executive,2,Married,8,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,0
36,Travel_Rarely,660,Other,15,3,Other,1052,1,Male,81,3,Laboratory Technician,3,Divorced,5,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,1
26,Travel_Frequently,342,Other,2,3,Life Sciences,1053,1,Male,57,3,Research Scientist,1,Married,1,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,1
34,Travel_Rarely,1333,Sales,10,4,Life Sciences,1055,3,Female,87,3,Sales Representative,3,Married,1,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,0
28,Travel_Rarely,1144,Sales,10,1,Medical,1056,4,Male,74,3,Sales Representative,2,Married,1,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,0
38,Travel_Frequently,1186,Other,3,4,Other,1060,3,Male,44,3,Research Scientist,3,Married,3,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,0
50,Travel_Rarely,1464,Other,2,4,Medical,1061,2,Male,62,3,Research Director,3,Married,10,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,0
37,Travel_Rarely,124,Other,3,3,Other,1062,4,Female,35,3,Healthcare Representative,2,Single,4,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,0
40,Travel_Rarely,300,Sales,26,3,Marketing,1066,3,Male,74,3,Sales Executive,1,Married,8,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,0
26,Travel_Frequently,921,Other,1,1,Medical,1068,1,Female,66,2,Research Scientist,3,Divorced,1,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,0
46,Travel_Rarely,430,Other,1,4,Medical,1069,4,Male,40,3,Research Director,4,Divorced,10,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,0
54,Travel_Rarely,1082,Sales,2,4,Life Sciences,1070,3,Female,41,2,Sales Executive,3,Married,9,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,0
56,Travel_Frequently,1240,Other,9,3,Medical,1071,1,Female,63,3,Research Scientist,3,Married,3,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,0
36,Travel_Rarely,796,Other,12,5,Medical,1073,4,Female,51,2,Manufacturing Director,4,Single,8,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,0
55,Non-Travel,444,Other,2,1,Medical,1074,3,Male,40,2,Manager,1,Single,10,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,0
43,Travel_Rarely,415,Sales,25,3,Medical,1076,3,Male,79,2,Sales Executive,4,Divorced,9,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,0
20,Travel_Frequently,769,Sales,9,3,Marketing,1077,4,Female,54,3,Sales Representative,4,Single,2,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,1
21,Travel_Rarely,1334,Other,10,3,Life Sciences,1079,3,Female,36,2,Laboratory Technician,1,Single,1,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,1
46,Travel_Rarely,1003,Other,8,4,Life Sciences,1080,4,Female,74,2,Research Scientist,1,Divorced,5,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,0
51,Travel_Rarely,1323,Other,4,4,Life Sciences,1081,1,Male,34,3,Research Scientist,3,Married,2,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,1
28,Non-Travel,1366,Other,24,2,Technical Degree,1082,2,Male,72,2,Healthcare Representative,1,Single,8,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,1
26,Travel_Rarely,192,Other,1,2,Medical,1083,1,Male,59,2,Laboratory Technician,1,Married,4,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,0
30,Travel_Rarely,1176,Other,20,3,Other,1084,3,Male,85,3,Manufacturing Director,1,Married,9,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,0
41,Travel_Rarely,509,Other,7,2,Technical Degree,1085,2,Female,43,4,Research Scientist,3,Married,4,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,0
38,Travel_Rarely,330,Other,17,1,Life Sciences,1088,3,Female,65,2,Healthcare Representative,3,Married,8,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,0
40,Travel_Rarely,1492,Other,20,4,Technical Degree,1092,1,Male,61,3,Healthcare Representative,4,Married,9,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,0
27,Non-Travel,1277,Other,8,5,Life Sciences,1094,1,Male,87,1,Laboratory Technician,3,Married,5,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,0
55,Travel_Frequently,1091,Other,2,1,Life Sciences,1096,4,Male,65,3,Manufacturing Director,2,Married,9,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,0
28,Travel_Rarely,857,Other,10,3,Other,1097,3,Female,59,3,Research Scientist,3,Single,4,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,0
44,Travel_Rarely,1376,Human Resources,1,2,Medical,1098,2,Male,91,2,Human Resources,1,Married,9,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,1
33,Travel_Rarely,654,Other,5,3,Life Sciences,1099,4,Male,34,2,Healthcare Representative,4,Divorced,8,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,0
35,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100,4,Male,86,3,Sales Executive,1,Single,8,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,1
33,Travel_Frequently,827,Other,29,4,Medical,1101,1,Female,54,2,Research Scientist,3,Single,5,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,1
28,Travel_Rarely,895,Other,15,2,Life Sciences,1102,1,Male,50,3,Laboratory Technician,3,Divorced,1,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,0
34,Travel_Frequently,618,Other,3,1,Life Sciences,1103,1,Male,45,3,Healthcare Representative,4,Single,8,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,0
37,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,4,Female,88,2,Sales Executive,4,Divorced,7,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,0
25,Travel_Rarely,1219,Other,4,1,Technical Degree,1106,4,Male,32,3,Laboratory Technician,4,Married,4,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,1
26,Travel_Rarely,1330,Other,21,3,Medical,1107,1,Male,37,3,Laboratory Technician,3,Divorced,2,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,1
33,Travel_Rarely,1017,Other,25,3,Medical,1108,1,Male,55,2,Research Scientist,2,Single,1,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,1
42,Travel_Rarely,469,Other,2,2,Medical,1109,4,Male,35,3,Manager,1,Married,10,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,0
28,Travel_Frequently,1009,Other,1,3,Medical,1111,1,Male,45,2,Laboratory Technician,2,Divorced,2,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,1
50,Travel_Frequently,959,Sales,1,4,Other,1113,4,Male,81,3,Sales Executive,3,Single,5,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,1
33,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,4,Female,30,3,Sales Executive,2,Married,5,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,0
34,Non-Travel,697,Other,3,4,Life Sciences,1115,3,Male,40,2,Research Scientist,4,Married,3,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,0
48,Non-Travel,1262,Other,1,4,Medical,1116,1,Male,35,4,Manager,4,Single,10,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,0
45,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,Female,65,2,Sales Executive,3,Married,6,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,0
52,Travel_Rarely,994,Other,7,4,Life Sciences,1118,2,Male,87,3,Healthcare Representative,2,Single,9,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,0
38,Travel_Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,Sales Executive,3,Divorced,8,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,0
29,Travel_Rarely,1107,Other,28,4,Life Sciences,1120,3,Female,93,3,Research Scientist,4,Divorced,2,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,0
28,Travel_Rarely,950,Other,3,3,Medical,1121,4,Female,93,3,Manufacturing Director,2,Divorced,8,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,0
46,Travel_Rarely,406,Sales,3,1,Marketing,1124,1,Male,52,3,Manager,3,Married,10,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,0
38,Travel_Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,Sales Executive,2,Single,8,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,0
43,Travel_Frequently,1082,Other,27,3,Life Sciences,1126,3,Female,83,3,Manufacturing Director,1,Married,9,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,0
39,Travel_Frequently,203,Other,2,3,Life Sciences,1127,1,Male,84,3,Healthcare Representative,4,Divorced,9,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,1
40,Travel_Rarely,1308,Other,14,3,Medical,1128,3,Male,44,2,Research Director,3,Single,10,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,0
21,Travel_Rarely,984,Other,1,1,Technical Degree,1131,4,Female,70,2,Research Scientist,2,Single,1,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,0
39,Non-Travel,439,Other,9,3,Life Sciences,1132,3,Male,70,3,Laboratory Technician,2,Single,7,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,0
36,Non-Travel,217,Other,18,4,Life Sciences,1133,1,Male,78,3,Manufacturing Director,4,Single,8,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,0
31,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,Sales Representative,4,Married,3,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,0
28,Travel_Rarely,1451,Other,2,1,Life Sciences,1136,1,Male,67,2,Research Scientist,2,Married,3,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,0
35,Travel_Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,Sales Executive,4,Divorced,6,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,0
49,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,4,Male,56,2,Sales Executive,2,Married,9,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,0
34,Travel_Frequently,1003,Other,2,2,Life Sciences,1140,4,Male,95,3,Manufacturing Director,3,Single,4,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,0
29,Travel_Frequently,490,Other,10,3,Life Sciences,1143,4,Female,61,3,Research Scientist,2,Divorced,3,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,0
42,Travel_Rarely,188,Other,29,3,Medical,1148,2,Male,56,1,Laboratory Technician,4,Single,5,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,0
29,Travel_Rarely,718,Other,8,1,Medical,1150,2,Male,79,2,Manufacturing Director,4,Married,6,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,0
38,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,Human Resources,3,Married,3,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,0
28,Travel_Frequently,773,Other,6,3,Life Sciences,1154,3,Male,39,2,Research Scientist,3,Divorced,3,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,0
18,Non-Travel,247,Other,8,1,Medical,1156,3,Male,80,3,Laboratory Technician,3,Single,1,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,1
33,Travel_Rarely,603,Sales,9,4,Marketing,1157,1,Female,77,3,Sales Executive,1,Single,8,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,1
41,Travel_Rarely,167,Other,12,4,Life Sciences,1158,2,Male,46,3,Laboratory Technician,4,Married,5,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,0
31,Travel_Frequently,874,Other,15,3,Medical,1160,3,Male,72,3,Laboratory Technician,3,Married,2,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,1
37,Travel_Rarely,367,Other,25,2,Medical,1161,3,Female,52,2,Healthcare Representative,4,Divorced,6,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,0
27,Travel_Rarely,199,Other,6,3,Life Sciences,1162,4,Male,55,2,Research Scientist,3,Married,2,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,0
34,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,2,Female,70,3,Sales Executive,3,Married,6,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,0
35,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,Human Resources,3,Single,5,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,0
29,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,Sales Executive,1,Married,8,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,1
40,Travel_Frequently,593,Other,9,4,Medical,1166,2,Female,88,3,Research Director,3,Single,9,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,0
42,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,Sales Executive,1,Single,9,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,1
42,Travel_Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,Sales Executive,1,Single,6,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,0
35,Travel_Rarely,982,Other,1,4,Medical,1172,4,Male,58,2,Laboratory Technician,3,Married,1,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,0
24,Travel_Rarely,477,Other,24,3,Medical,1173,4,Male,49,3,Laboratory Technician,2,Single,4,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,0
28,Travel_Rarely,1485,Other,12,1,Life Sciences,1175,3,Female,79,3,Laboratory Technician,4,Married,2,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,1
26,Travel_Rarely,1384,Other,3,4,Medical,1177,1,Male,82,4,Laboratory Technician,4,Married,5,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,0
30,Travel_Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,Sales Executive,3,Married,7,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,0
40,Travel_Frequently,902,Other,26,2,Medical,1180,3,Female,92,2,Research Scientist,4,Married,5,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,0
35,Travel_Rarely,819,Other,2,3,Life Sciences,1182,3,Male,44,2,Manufacturing Director,2,Divorced,9,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,0
34,Travel_Frequently,669,Other,1,3,Medical,1184,4,Male,97,2,Healthcare Representative,1,Single,6,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,0
35,Travel_Frequently,636,Other,4,4,Other,1185,4,Male,47,2,Laboratory Technician,4,Married,2,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,0
43,Travel_Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,Sales Executive,3,Single,6,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,1
32,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,Sales Representative,1,Divorced,3,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,0
56,Travel_Rarely,718,Other,4,4,Technical Degree,1191,4,Female,92,3,Manager,1,Divorced,10,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,0
29,Travel_Rarely,1401,Other,6,1,Medical,1192,2,Female,54,3,Laboratory Technician,4,Married,3,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,0
19,Travel_Rarely,645,Other,9,2,Life Sciences,1193,3,Male,54,3,Research Scientist,1,Single,2,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,0
45,Travel_Rarely,1457,Other,7,3,Medical,1195,1,Female,83,3,Research Scientist,3,Married,5,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,0
37,Travel_Rarely,977,Other,1,3,Life Sciences,1196,4,Female,56,2,Manufacturing Director,4,Married,7,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,0
20,Travel_Rarely,805,Other,3,3,Life Sciences,1198,1,Male,87,2,Laboratory Technician,3,Single,3,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,0
44,Travel_Rarely,1097,Other,10,4,Life Sciences,1200,3,Male,96,3,Research Scientist,3,Single,3,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,1
53,Travel_Rarely,1223,Other,7,2,Medical,1201,4,Female,50,3,Manager,3,Divorced,10,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,0
29,Travel_Rarely,942,Other,15,1,Life Sciences,1202,2,Female,69,1,Research Scientist,4,Married,1,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,0
22,Travel_Frequently,1256,Other,3,4,Life Sciences,1203,3,Male,48,2,Research Scientist,4,Married,3,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,1
46,Travel_Rarely,1402,Sales,2,3,Marketing,1204,3,Female,69,3,Manager,1,Married,10,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,0
44,Non-Travel,111,Other,17,3,Life Sciences,1206,4,Male,74,1,Research Scientist,3,Single,1,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,0
33,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,2,Male,99,3,Human Resources,3,Married,4,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,0
41,Non-Travel,906,Other,5,2,Life Sciences,1210,1,Male,95,2,Research Scientist,1,Divorced,1,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,1
30,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,3,Male,61,3,Sales Executive,1,Divorced,4,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,0
40,Travel_Frequently,1184,Sales,2,4,Medical,1212,2,Male,62,3,Sales Executive,2,Married,5,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,0
50,Travel_Frequently,1421,Other,2,3,Medical,1215,4,Female,30,3,Manager,1,Married,10,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,0
28,Travel_Rarely,1179,Other,19,4,Medical,1216,4,Male,78,2,Laboratory Technician,1,Married,3,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,0
46,Travel_Rarely,1450,Other,15,2,Life Sciences,1217,4,Male,52,3,Research Director,2,Married,10,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,0
35,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,3,Male,94,3,Sales Executive,1,Married,8,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,0
24,Travel_Rarely,984,Other,17,2,Life Sciences,1219,4,Female,97,3,Laboratory Technician,2,Married,1,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,1
33,Travel_Frequently,1146,Sales,25,3,Medical,1220,2,Female,82,3,Sales Executive,3,Married,5,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,0
36,Travel_Rarely,917,Other,6,4,Life Sciences,1221,3,Male,60,1,Laboratory Technician,3,Divorced,3,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,0
30,Travel_Rarely,853,Other,7,4,Life Sciences,1224,3,Male,49,3,Laboratory Technician,3,Divorced,4,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,0
44,Travel_Rarely,200,Other,29,4,Other,1225,4,Male,32,3,Research Scientist,4,Single,5,7744,1,No,25,4,2,0,20,3,3,20,11,13,17,0
20,Travel_Rarely,654,Sales,21,3,Marketing,1226,3,Male,43,4,Sales Representative,4,Single,2,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,0
46,Travel_Rarely,150,Other,2,4,Technical Degree,1228,4,Male,60,3,Manufacturing Director,4,Divorced,8,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,0
42,Non-Travel,179,Human Resources,2,5,Medical,1231,4,Male,79,4,Human Resources,1,Married,7,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,0
60,Travel_Rarely,696,Sales,7,4,Marketing,1233,2,Male,52,4,Sales Executive,4,Divorced,6,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,0
32,Travel_Frequently,116,Other,13,3,Other,1234,3,Female,77,2,Laboratory Technician,2,Married,3,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,0
32,Travel_Frequently,1316,Other,2,2,Life Sciences,1235,4,Female,38,3,Research Scientist,3,Single,6,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,0
36,Travel_Rarely,363,Other,1,3,Technical Degree,1237,3,Female,77,1,Manufacturing Director,1,Divorced,9,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,0
33,Travel_Rarely,117,Other,9,3,Medical,1238,1,Male,60,3,Research Scientist,4,Married,3,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,0
40,Travel_Rarely,107,Sales,10,3,Technical Degree,1239,2,Female,84,2,Sales Executive,2,Divorced,7,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,0
25,Travel_Rarely,1356,Sales,10,4,Life Sciences,1240,3,Male,57,3,Sales Executive,4,Single,6,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,0
30,Travel_Rarely,1465,Other,1,3,Medical,1241,4,Male,63,3,Research Scientist,2,Married,4,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,0
42,Travel_Frequently,458,Other,26,5,Medical,1242,1,Female,60,3,Research Director,1,Married,9,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0,0
35,Non-Travel,1212,Sales,8,2,Marketing,1243,3,Female,78,2,Sales Executive,4,Married,9,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,0
27,Travel_Rarely,1103,Other,14,3,Life Sciences,1244,1,Male,42,3,Research Scientist,1,Married,1,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8,0
54,Travel_Frequently,966,Other,1,4,Life Sciences,1245,4,Female,53,3,Manufacturing Director,3,Divorced,9,9659,7,No,17,3,1,1,33,2,1,5,4,1,4,0
44,Travel_Rarely,1117,Other,2,1,Life Sciences,1246,1,Female,72,4,Research Scientist,4,Married,1,19982,1,No,13,3,4,1,10,5,3,10,5,7,7,0
19,Non-Travel,504,Other,10,3,Medical,1248,1,Female,96,2,Research Scientist,2,Single,1,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0,1
29,Travel_Rarely,1010,Other,1,3,Life Sciences,1249,1,Female,97,3,Research Scientist,4,Divorced,4,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,0
54,Travel_Rarely,685,Other,3,3,Life Sciences,1250,4,Male,85,3,Research Director,4,Married,10,23474,3,No,14,3,1,0,36,2,3,10,9,0,9,0
31,Travel_Rarely,1332,Other,11,2,Medical,1251,3,Male,80,3,Healthcare Representative,1,Married,7,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1,0
31,Travel_Rarely,1062,Other,24,3,Medical,1252,3,Female,96,2,Healthcare Representative,1,Single,7,17198,1,No,19,3,2,0,10,2,3,10,9,1,8,0
59,Travel_Rarely,326,Sales,3,3,Life Sciences,1254,3,Female,48,2,Sales Executive,4,Single,6,16490,5,No,17,3,4,0,13,2,3,6,1,0,5,0
43,Travel_Rarely,920,Other,3,3,Life Sciences,1255,3,Male,96,1,Research Director,4,Married,10,18625,3,No,14,3,2,1,25,2,3,8,7,0,7,0
49,Travel_Rarely,1098,Other,4,2,Medical,1256,1,Male,85,2,Manager,3,Married,10,12124,2,No,13,3,3,1,23,2,4,1,0,0,0,0
36,Travel_Frequently,469,Other,3,3,Technical Degree,1257,3,Male,46,3,Research Scientist,2,Married,4,9256,1,No,12,3,3,0,12,2,2,11,10,0,7,0
48,Travel_Rarely,969,Other,2,2,Technical Degree,1258,4,Male,76,4,Laboratory Technician,2,Single,2,16620,5,No,11,3,3,0,7,4,2,1,0,0,0,0
27,Travel_Rarely,1167,Other,4,2,Life Sciences,1259,1,Male,76,3,Research Scientist,3,Divorced,2,3208,1,No,11,3,2,3,5,2,3,5,3,0,3,0
29,Travel_Rarely,1329,Other,7,3,Life Sciences,1260,3,Male,82,3,Healthcare Representative,4,Divorced,7,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0,0
48,Travel_Rarely,715,Other,1,3,Life Sciences,1263,4,Male,76,2,Research Director,4,Single,10,8733,6,No,12,3,3,0,25,3,4,1,0,0,0,0
29,Travel_Rarely,694,Other,1,3,Life Sciences,1264,4,Female,87,2,Research Director,4,Divorced,10,3423,3,No,14,3,2,2,9,2,2,7,7,1,7,0
34,Travel_Rarely,1320,Other,20,3,Technical Degree,1265,3,Female,89,4,Research Scientist,3,Married,2,21643,0,No,17,3,4,0,2,5,2,1,0,0,0,0
44,Travel_Rarely,1099,Sales,5,3,Marketing,1267,2,Male,88,3,Manager,2,Married,10,8751,7,No,11,3,3,1,26,5,3,22,9,3,10,0
33,Travel_Rarely,536,Sales,10,5,Marketing,1268,4,Male,82,4,Sales Executive,3,Divorced,8,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8,0
19,Travel_Rarely,265,Other,25,3,Life Sciences,1269,2,Female,57,4,Research Scientist,4,Single,3,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1,0
